time,x,x_dot,y,y_dot,z,z_dot
2024-05-18 07:30:00,-583.61996,-73076.857012,483.505045,19792.595658,6796.514805,-7671.035708
2024-05-18 08:00:00,-5502.371455,36309.197793,2111.346114,-13726.439714,-3500.242458,-65475.491811
2024-05-18 08:30:00,4785.130814,36787.043419,-2982.952078,-22720.94047,-3899.535811,62606.988329
2024-05-18 09:00:00,1111.841234,-59545.489082,-462.48234,45588.700635,6732.059794,12929.380988
2024-05-18 09:30:00,-4722.020536,15023.918231,4629.423647,-13103.390794,-1797.4052,-73536.059825
2024-05-18 10:00:00,2465.825536,34613.734099,-3638.102149,-46961.968681,-5263.057138,48712.653068
2024-05-18 10:30:00,1704.533865,-34717.915677,-2400.557208,59392.721691,6174.452866,32588.876348
2024-05-18 11:00:00,-2593.32387,1151.205806,6340.487056,1038.059816,37.893545,-76218.323763
2024-05-18 11:30:00,436.699198,17009.033731,-2801.747717,-67061.537808,-6243.502136,31292.735991
2024-05-18 12:00:00,800.454678,-8165.614377,-4417.945311,56982.167204,5163.749904,49873.56297
2024-05-18 12:30:00,124.16724,1518.320164,6586.193276,20911.740366,1870.556586,-73302.579117
2024-05-18 13:00:00,-454.899359,-10466.354102,-994.929045,-74262.876471,-6769.583638,11616.614759
2024-05-18 13:30:00,-1344.702109,9993.194123,-5550.855189,40909.968927,3773.680816,63512.590338
2024-05-18 14:00:00,2426.025321,16630.046057,5315.335548,36166.867691,3565.786036,-65000.163376
2024-05-18 14:30:00,133.148544,-38030.005617,850.785895,-65069.242511,-6802.982039,-8890.883074
2024-05-18 15:00:00,-3930.788487,13390.899205,-5197.198933,19417.728831,2106.796067,72489.288337
2024-05-18 15:30:00,3490.538607,40439.30993,3105.549351,38359.970749,4998.85758,-51927.997552
2024-05-18 16:00:00,1892.665506,-55801.342209,1794.005826,-42715.768634,-6341.547335,-28758.426325
